file,display,date,tier,tail,old_group
0-frontier/2026-07-09-gpt-5-6-terra-base-FRONTIER.png,GPT 5.6 Terra,2026-07-09,0,FRONTIER,1CLOSED
0-frontier/2026-07-16-kimi-k3-base-FRONTIER.png,Kimi K3,2026-07-16,0,FRONTIER,1CLOSED
0-frontier/2026-07-21-gemini-3-5-flash-lite-base-FRONTIER.png,Gemini 3.5 Flash Lite,2026-07-21,0,FRONTIER,1CLOSED
0-frontier/2026-07-21-gemini-3-6-flash-base-FRONTIER.png,Gemini 3.6 Flash,2026-07-21,0,FRONTIER,1CLOSED
0-frontier/2026-07-24-claude-opus-5-base-FRONTIER.png,Claude Opus 5,2026-07-24,0,FRONTIER,1CLOSED
0-frontier/2026-07-31-deepseek-v4-flash-base-OPEN.png,DeepSeek V4 Flash,2026-07-31,4,OPEN,2OPEN
0-frontier/2026-08-03-qwen3-8-max-base-OPEN.png,Qwen3.8 Max,2026-08-03,4,OPEN,2OPEN
0-frontier/2026-08-05-muse-spark-1-2-base-FRONTIER.png,Muse Spark 1.2,2026-08-05,0,FRONTIER,1CLOSED
0-frontier/2026-08-11-nemotron-3-5-lightning-free-base-FRONTIER.png,Nemotron 3.5 Lightning Free,2026-08-11,0,FRONTIER,1CLOSED
0-frontier/2026-08-12-grok-4-6-base-FRONTIER.png,Grok 4.6,2026-08-12,0,FRONTIER,1CLOSED
0-frontier/2026-08-13-deepseek-v4-pro-base-OPEN.png,DeepSeek V4 Pro,2026-08-13,4,OPEN,2OPEN
0-frontier/2026-08-13-gemini-3-7-flash-base-FRONTIER.png,Gemini 3.7 Flash,2026-08-13,0,FRONTIER,1CLOSED
0-frontier/2026-08-14-glm-5-3-base-OPEN.png,GLM 5.3,2026-08-14,4,OPEN,2OPEN
0-frontier/2026-08-21-deepseek-v4-flash-vision-exp-base-OPEN.png,DeepSeek V4 Flash Vision Exp,2026-08-21,4,OPEN,2OPEN
0-frontier/2026-08-26-qwen3-8-flash-base-OPEN.png,Qwen3.8 Flash,2026-08-26,4,OPEN,2OPEN
0-frontier/2026-08-26-glm-5-3-flash-base-OPEN.png,GLM 5.3 Flash,2026-08-26,4,OPEN,2OPEN
0-frontier/2026-08-27-ling-3-0-flash-fin-free-base-FRONTIER.png,Ling 3.0 Flash Fin Free,2026-08-27,0,FRONTIER,1CLOSED
0-frontier/2026-09-01-claude-fable-5-1-base-FRONTIER.png,Claude Fable 5.1,2026-09-01,0,FRONTIER,1CLOSED
0-frontier/2026-09-02-gemini-3-8-flash-base-FRONTIER.png,Gemini 3.8 Flash,2026-09-02,0,FRONTIER,1CLOSED
0-frontier/2026-09-02-muse-spark-1-3-base-FRONTIER.png,Muse Spark 1.3,2026-09-02,0,FRONTIER,1CLOSED
0-frontier/2026-09-03-gpt-6-astra-base-FRONTIER.png,GPT 6 Astra,2026-09-03,0,FRONTIER,1CLOSED
0-frontier/2026-09-08-deepseek-4.1-flash-base-OPEN.png,DeepSeek 4.1 Flash,2026-09-08,4,OPEN,2OPEN
0-frontier/2026-09-08-xiaomi-mimo-v3-flash-preview-base-OPEN.png,Xiaomi MiMo-V3 Flash Preview,2026-09-08,4,OPEN,2OPEN
0-frontier/2026-09-08-xiaomi-mimo-v3-pro-base-OPEN.png,Xiaomi MiMo-V3 Pro,2026-09-08,4,OPEN,2OPEN
1-anyone/2023-07-26-stable-diffusion-xl-base-ANYONE.png,Stable-Diffusion-XL-Base-1.0,2023-07-26,2,ANYONE,4ANYONE
1-anyone/2023-08-03-qwen-7b-chat-base-ANYONE.png,Qwen-7B-Chat,2023-08-03,2,ANYONE,4ANYONE
1-anyone/2023-09-27-mistral-7b-instruct-v0-1-base-ANYONE.png,Mistral-7B-Instruct-v0.1,2023-09-27,2,ANYONE,4ANYONE
1-anyone/2023-11-28-sdxl-turbo-base-ANYONE.png,SDXL-Turbo,2023-11-28,2,ANYONE,4ANYONE
1-anyone/2023-12-11-mistral-7b-instruct-v0-2-base-ANYONE.png,Mistral-7B-Instruct-v0.2,2023-12-11,2,ANYONE,4ANYONE
1-anyone/2024-02-04-qwen1-5-7b-chat-base-ANYONE.png,Qwen1.5-7B-Chat,2024-02-04,2,ANYONE,4ANYONE
1-anyone/2024-02-05-qwen1-5-0-5b-chat-base-ANYONE.png,Qwen1.5-0.5B-Chat,2024-02-05,2,ANYONE,4ANYONE
1-anyone/2024-02-05-qwen1-5-1-8b-chat-base-ANYONE.png,Qwen1.5-1.8B-Chat,2024-02-05,2,ANYONE,4ANYONE
1-anyone/2024-04-23-phi-3-mini-128k-instruct-base-ANYONE.png,Phi-3-mini-128k-instruct,2024-04-23,2,ANYONE,4ANYONE
1-anyone/2024-05-22-mistral-7b-instruct-v0-3-base-ANYONE.png,Mistral-7B-Instruct-v0.3,2024-05-22,2,ANYONE,4ANYONE
1-anyone/2024-06-06-qwen2-7b-instruct-base-ANYONE.png,Qwen2-7B-Instruct,2024-06-06,2,ANYONE,4ANYONE
1-anyone/2024-06-07-qwen2-1-5b-instruct-base-ANYONE.png,Qwen2-1.5B-Instruct,2024-06-07,2,ANYONE,4ANYONE
1-anyone/2024-06-27-gemma-2-9b-it-base-ANYONE.png,Gemma-2-9b-it,2024-06-27,2,ANYONE,4ANYONE
1-anyone/2024-07-23-llama-3-1-8b-instruct-base-ANYONE.png,Llama-3.1-8B-Instruct,2024-07-23,2,ANYONE,4ANYONE
1-anyone/2024-07-31-gemma-2-2b-it-base-ANYONE.png,Gemma-2-2b-it,2024-07-31,2,ANYONE,4ANYONE
1-anyone/2024-08-01-flux-1-dev-base-ANYONE.png,FLUX.1-dev,2024-08-01,2,ANYONE,4ANYONE
1-anyone/2024-08-01-flux-1-schnell-base-ANYONE.png,FLUX.1-schnell,2024-08-01,2,ANYONE,4ANYONE
1-anyone/2024-08-09-qwen2-audio-7b-instruct-base-ANYONE.png,Qwen2-Audio-7B-Instruct,2024-08-09,2,ANYONE,4ANYONE
1-anyone/2024-08-20-phi-3-5-mini-instruct-base-ANYONE.png,Phi-3.5-mini-instruct,2024-08-20,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-0-5b-instruct-base-ANYONE.png,Qwen2.5-0.5B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-1-5b-instruct-base-ANYONE.png,Qwen2.5-1.5B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-3b-instruct-base-ANYONE.png,Qwen2.5-3B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-7b-instruct-base-ANYONE.png,Qwen2.5-7B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-coder-1-5b-instruct-base-ANYONE.png,Qwen2.5-Coder-1.5B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-19-qwen2-5-coder-7b-instruct-base-ANYONE.png,Qwen2.5-Coder-7B-Instruct,2024-09-19,2,ANYONE,4ANYONE
1-anyone/2024-09-25-llama-3-2-11b-vision-instruct-base-ANYONE.png,Llama-3.2-11B-Vision-Instruct,2024-09-25,2,ANYONE,4ANYONE
1-anyone/2024-09-25-llama-3-2-1b-instruct-base-ANYONE.png,Llama-3.2-1B-Instruct,2024-09-25,2,ANYONE,4ANYONE
1-anyone/2024-09-25-llama-3-2-3b-instruct-base-ANYONE.png,Llama-3.2-3B-Instruct,2024-09-25,2,ANYONE,4ANYONE
1-anyone/2024-10-16-ministral-3b-instruct-base-ANYONE.png,Ministral-3B-Instruct,2024-10-16,2,ANYONE,4ANYONE
1-anyone/2024-10-16-ministral-8b-instruct-2410-base-ANYONE.png,Ministral-8B-Instruct-2410,2024-10-16,2,ANYONE,4ANYONE
1-anyone/2024-10-29-stable-diffusion-3-5-medium-base-ANYONE.png,Stable-Diffusion-3.5-Medium,2024-10-29,2,ANYONE,4ANYONE
1-anyone/2024-10-31-smollm2-135m-base-ANYONE.png,SmolLM2-135M,2024-10-31,2,ANYONE,4ANYONE
1-anyone/2024-11-02-smollm2-1-7b-base-ANYONE.png,SmolLM2-1.7B,2024-11-02,2,ANYONE,4ANYONE
1-anyone/2024-11-02-smollm2-360m-base-ANYONE.png,SmolLM2-360M,2024-11-02,2,ANYONE,4ANYONE
1-anyone/2024-11-12-qwen2-5-coder-0-5b-instruct-base-ANYONE.png,Qwen2.5-Coder-0.5B-Instruct,2024-11-12,2,ANYONE,4ANYONE
1-anyone/2024-11-12-qwen2-5-coder-3b-instruct-base-ANYONE.png,Qwen2.5-Coder-3B-Instruct,2024-11-12,2,ANYONE,4ANYONE
1-anyone/2024-11-26-olmo-2-1124-7b-instruct-base-ANYONE.png,OLMo-2-1124-7B-Instruct,2024-11-26,2,ANYONE,4ANYONE
1-anyone/2024-11-26-smolvlm-instruct-base-ANYONE.png,SmolVLM-Instruct,2024-11-26,2,ANYONE,4ANYONE
1-anyone/2024-12-01-exaone-3-5-2-4b-instruct-base-ANYONE.png,EXAONE-3.5-2.4B-Instruct,2024-12-01,2,ANYONE,4ANYONE
1-anyone/2024-12-09-eurollm-9b-instruct-base-ANYONE.png,EuroLLM-9B-Instruct,2024-12-09,2,ANYONE,4ANYONE
1-anyone/2025-01-20-deepseek-r1-base-ANYONE.png,DeepSeek-R1,2025-01-20,2,ANYONE,4ANYONE
1-anyone/2025-01-20-deepseek-r1-distill-llama-8b-base-ANYONE.png,DeepSeek-R1-Distill-Llama-8B,2025-01-20,2,ANYONE,4ANYONE
1-anyone/2025-01-20-deepseek-r1-distill-qwen-1-5b-base-ANYONE.png,DeepSeek-R1-Distill-Qwen-1.5B,2025-01-20,2,ANYONE,4ANYONE
1-anyone/2025-01-20-deepseek-r1-distill-qwen-7b-base-ANYONE.png,DeepSeek-R1-Distill-Qwen-7B,2025-01-20,2,ANYONE,4ANYONE
1-anyone/2025-01-26-qwen2-5-vl-7b-instruct-base-ANYONE.png,Qwen2.5-VL-7B-Instruct,2025-01-26,2,ANYONE,4ANYONE
1-anyone/2025-01-28-qwen2-5-vl-3b-instruct-base-ANYONE.png,Qwen2.5-VL-3B-Instruct,2025-01-28,2,ANYONE,4ANYONE
1-anyone/2025-02-26-phi-4-mini-instruct-base-ANYONE.png,Phi-4-mini-instruct,2025-02-26,2,ANYONE,4ANYONE
1-anyone/2025-03-10-gemma-3-1b-it-base-ANYONE.png,Gemma-3-1b-it,2025-03-10,2,ANYONE,4ANYONE
1-anyone/2025-03-12-gemma-3-4b-it-base-ANYONE.png,Gemma-3-4b-it,2025-03-12,2,ANYONE,4ANYONE
1-anyone/2025-03-26-qwen2-5-omni-7b-base-ANYONE.png,Qwen2.5-Omni-7B,2025-03-26,2,ANYONE,4ANYONE
1-anyone/2025-04-30-phi-4-reasoning-base-ANYONE.png,Phi-4-reasoning,2025-04-30,2,ANYONE,4ANYONE
1-anyone/2025-06-05-mimo-7b-rl-base-ANYONE.png,MiMo-7B-RL,2025-06-05,2,ANYONE,4ANYONE
1-anyone/2025-06-26-flux-1-kontext-dev-base-ANYONE.png,FLUX.1-Kontext-dev,2025-06-26,2,ANYONE,4ANYONE
1-anyone/2025-06-26-gemma-3n-e4b-it-base-ANYONE.png,Gemma-3n-E4B-it,2025-06-26,2,ANYONE,4ANYONE
1-anyone/2025-07-08-smollm3-3b-base-ANYONE.png,SmolLM3-3B,2025-07-08,2,ANYONE,4ANYONE
1-anyone/2025-07-14-gemma-3n-e2b-it-base-ANYONE.png,Gemma-3n-E2B-it,2025-07-14,2,ANYONE,4ANYONE
1-anyone/2025-08-06-qwen3-4b-2507-base-ANYONE.png,Qwen3-4B-2507,2025-08-06,2,ANYONE,4ANYONE
1-anyone/2026-01-15-flux-2-klein-4b-base-ANYONE.png,FLUX.2-klein-4B,2026-01-15,2,ANYONE,4ANYONE
1-anyone/2026-08-14-qwen3-8-27b-base-ANYONE.png,Qwen3.8 27B,2026-08-14,2,ANYONE,4ANYONE
2-hobbyst/2023-12-11-mixtral-8x7b-instruct-v0-1-base-HOBBYST.png,Mixtral-8x7B-Instruct-v0.1,2023-12-11,3,HOBBYST,3HOBBYST
2-hobbyst/2024-04-02-qwen1-5-32b-chat-base-HOBBYST.png,Qwen1.5-32B-Chat,2024-04-02,3,HOBBYST,3HOBBYST
2-hobbyst/2024-05-21-phi-3-medium-128k-instruct-base-HOBBYST.png,Phi-3-medium-128k-instruct,2024-05-21,3,HOBBYST,3HOBBYST
2-hobbyst/2024-06-17-deepseek-coder-v2-lite-instruct-base-HOBBYST.png,DeepSeek-Coder-V2-Lite-Instruct,2024-06-17,3,HOBBYST,3HOBBYST
2-hobbyst/2024-06-27-gemma-2-27b-it-base-HOBBYST.png,Gemma-2-27b-it,2024-06-27,3,HOBBYST,3HOBBYST
2-hobbyst/2024-08-22-phi-3-5-moe-instruct-base-HOBBYST.png,Phi-3.5-MoE-instruct,2024-08-22,3,HOBBYST,3HOBBYST
2-hobbyst/2024-09-19-qwen2-5-14b-instruct-base-HOBBYST.png,Qwen2.5-14B-Instruct,2024-09-19,3,HOBBYST,3HOBBYST
2-hobbyst/2024-09-19-qwen2-5-32b-instruct-base-HOBBYST.png,Qwen2.5-32B-Instruct,2024-09-19,3,HOBBYST,3HOBBYST
2-hobbyst/2024-11-12-qwen2-5-coder-14b-instruct-base-HOBBYST.png,Qwen2.5-Coder-14B-Instruct,2024-11-12,3,HOBBYST,3HOBBYST
2-hobbyst/2024-11-12-qwen2-5-coder-32b-instruct-base-HOBBYST.png,Qwen2.5-Coder-32B-Instruct,2024-11-12,3,HOBBYST,3HOBBYST
2-hobbyst/2024-12-09-exaone-3-5-32b-instruct-base-HOBBYST.png,EXAONE-3.5-32B-Instruct,2024-12-09,3,HOBBYST,3HOBBYST
2-hobbyst/2024-12-12-phi-4-base-HOBBYST.png,Phi-4,2024-12-12,3,HOBBYST,3HOBBYST
2-hobbyst/2025-01-20-deepseek-r1-distill-qwen-14b-base-HOBBYST.png,DeepSeek-R1-Distill-Qwen-14B,2025-01-20,3,HOBBYST,3HOBBYST
2-hobbyst/2025-01-20-deepseek-r1-distill-qwen-32b-base-HOBBYST.png,DeepSeek-R1-Distill-Qwen-32B,2025-01-20,3,HOBBYST,3HOBBYST
2-hobbyst/2025-03-12-gemma-3-12b-it-base-HOBBYST.png,Gemma-3-12b-it,2025-03-12,3,HOBBYST,3HOBBYST
2-hobbyst/2025-03-12-gemma-3-27b-it-base-HOBBYST.png,Gemma-3-27b-it,2025-03-12,3,HOBBYST,3HOBBYST
2-hobbyst/2025-03-13-olmo-2-0325-32b-instruct-base-HOBBYST.png,OLMo-2-0325-32B-Instruct,2025-03-13,3,HOBBYST,3HOBBYST
2-hobbyst/2025-03-17-mistral-small-3-1-24b-instruct-2503-base-HOBBYST.png,Mistral-Small-3.1-24B-Instruct-2503,2025-03-17,3,HOBBYST,3HOBBYST
2-hobbyst/2025-04-17-phi-4-reasoning-plus-base-HOBBYST.png,Phi-4-reasoning-plus,2025-04-17,3,HOBBYST,3HOBBYST
2-hobbyst/2025-04-29-qwen3-32b-base-HOBBYST.png,Qwen3-32B,2025-04-29,3,HOBBYST,3HOBBYST
2-hobbyst/2025-06-10-magistral-small-2506-base-HOBBYST.png,Magistral-Small-2506,2025-06-10,3,HOBBYST,3HOBBYST
2-hobbyst/2025-08-05-gpt-oss-20b-base-HOBBYST.png,GPT-OSS-20B,2025-08-05,3,HOBBYST,3HOBBYST
2-hobbyst/2025-08-20-seed-oss-36b-instruct-base-HOBBYST.png,Seed-OSS-36B-Instruct,2025-08-20,3,HOBBYST,3HOBBYST
2-hobbyst/2025-09-22-qwen-image-edit-2509-base-HOBBYST.png,Qwen-Image-Edit-2509,2025-09-22,3,HOBBYST,3HOBBYST
2-hobbyst/2025-10-30-kimi-linear-48b-a3b-instruct-base-HOBBYST.png,Kimi-Linear-48B-A3B-Instruct,2025-10-30,3,HOBBYST,3HOBBYST
2-hobbyst/2025-12-19-qwen-image-layered-base-HOBBYST.png,Qwen-Image-Layered,2025-12-19,3,HOBBYST,3HOBBYST
3-open/2024-04-17-mixtral-8x22b-instruct-v0-1-base-OPEN.png,Mixtral-8x22B-Instruct-v0.1,2024-04-17,4,OPEN,2OPEN
3-open/2024-05-06-deepseek-v2-base-OPEN.png,DeepSeek-V2,2024-05-06,4,OPEN,2OPEN
3-open/2024-06-07-qwen2-72b-instruct-base-OPEN.png,Qwen2-72B-Instruct,2024-06-07,4,OPEN,2OPEN
3-open/2024-06-17-deepseek-coder-v2-instruct-base-OPEN.png,DeepSeek-Coder-V2-Instruct,2024-06-17,4,OPEN,2OPEN
3-open/2024-07-16-mathstral-7b-v0-1-base-OPEN.png,Mathstral-7B-v0.1,2024-07-16,4,OPEN,2OPEN
3-open/2024-07-23-llama-3-1-405b-instruct-base-OPEN.png,Llama-3.1-405B-Instruct,2024-07-23,4,OPEN,2OPEN
3-open/2024-07-23-llama-3-1-70b-instruct-base-OPEN.png,Llama-3.1-70B-Instruct,2024-07-23,4,OPEN,2OPEN
3-open/2024-09-11-solar-pro-preview-instruct-base-OPEN.png,Solar-Pro-Preview-Instruct,2024-09-11,4,OPEN,2OPEN
3-open/2024-09-18-mistral-small-instruct-2409-base-OPEN.png,Mistral-Small-Instruct-2409,2024-09-18,4,OPEN,2OPEN
3-open/2024-09-19-qwen2-5-72b-instruct-base-OPEN.png,Qwen2.5-72B-Instruct,2024-09-19,4,OPEN,2OPEN
3-open/2024-09-25-llama-3-2-90b-vision-instruct-base-OPEN.png,Llama-3.2-90B-Vision-Instruct,2024-09-25,4,OPEN,2OPEN
3-open/2024-11-18-mistral-large-instruct-2411-base-OPEN.png,Mistral-Large-Instruct-2411,2024-11-18,4,OPEN,2OPEN
3-open/2024-12-06-llama-3-3-70b-instruct-base-OPEN.png,Llama-3.3-70B-Instruct,2024-12-06,4,OPEN,2OPEN
3-open/2024-12-26-deepseek-v3-base-OPEN.png,DeepSeek-V3,2024-12-26,4,OPEN,2OPEN
3-open/2025-01-20-deepseek-r1-distill-llama-70b-base-OPEN.png,DeepSeek-R1-Distill-Llama-70B,2025-01-20,4,OPEN,2OPEN
3-open/2025-01-26-qwen2-5-vl-72b-instruct-base-OPEN.png,Qwen2.5-VL-72B-Instruct,2025-01-26,4,OPEN,2OPEN
3-open/2025-03-24-deepseek-v3-0324-base-OPEN.png,DeepSeek-V3-0324,2025-03-24,4,OPEN,2OPEN
3-open/2025-07-21-qwen3-235b-a22b-2507-base-OPEN.png,Qwen3-235B-A22B-2507,2025-07-21,4,OPEN,2OPEN
3-open/2025-07-28-glm-4-5-air-base-OPEN.png,GLM-4.5-Air,2025-07-28,4,OPEN,2OPEN
3-open/2025-07-30-qwen3-30b-a3b-2507-base-OPEN.png,Qwen3-30B-A3B-2507,2025-07-30,4,OPEN,2OPEN
3-open/2025-08-05-gpt-oss-120b-base-OPEN.png,GPT-OSS-120B,2025-08-05,4,OPEN,2OPEN
3-open/2025-08-10-glm-4-5v-base-OPEN.png,GLM-4.5V,2025-08-10,4,OPEN,2OPEN
3-open/2025-12-08-glm-4-6v-base-OPEN.png,GLM-4.6V,2025-12-08,4,OPEN,2OPEN
3-open/2025-12-31-qwen-image-2512-base-OPEN.png,Qwen-Image-2512,2025-12-31,4,OPEN,2OPEN
3-open/2026-04-22-mimo-v2-5-base-OPEN.png,MiMo-V2.5,2026-04-22,4,OPEN,2OPEN
3-open/2026-04-27-mimo-v2-5-pro-base-OPEN.png,MiMo-V2.5-Pro,2026-04-27,4,OPEN,2OPEN
3-open/2026-08-12-qwen3-8-2-4t-a95b-base-OPEN.png,Qwen3.8 2.4T A95B,2026-08-12,4,OPEN,2OPEN
3-open/2026-08-13-deepseek-v4-pro-0813-base-OPEN.png,DeepSeek V4 Pro 0813,2026-08-13,4,OPEN,2OPEN
3-open/2026-08-26-qwen3-8-flash-next-base-OPEN.png,Qwen3.8-Flash-Next,2026-08-26,4,OPEN,2OPEN
4-other/2022-10-20-stable-diffusion-1-5-base-CLOSED.png,Stable-Diffusion-1.5,2022-10-20,4,CLOSED,1CLOSED
4-other/2023-08-24-code-llama-13b-instruct-hf-base-CLOSED.png,Code-Llama-13b-Instruct-hf,2023-08-24,4,CLOSED,1CLOSED
4-other/2023-08-24-code-llama-34b-instruct-hf-base-CLOSED.png,Code-Llama-34b-Instruct-hf,2023-08-24,4,CLOSED,1CLOSED
4-other/2023-08-24-code-llama-7b-instruct-hf-base-CLOSED.png,Code-Llama-7b-Instruct-hf,2023-08-24,4,CLOSED,1CLOSED
4-other/2023-09-20-dall-e-3-base-CLOSED.png,DALL-E 3,2023-09-20,4,CLOSED,1CLOSED
4-other/2023-09-25-qwen-14b-chat-base-CLOSED.png,Qwen-14B-Chat,2023-09-25,4,CLOSED,1CLOSED
4-other/2023-09-27-open-mistral-7b-base-CLOSED.png,Open-Mistral-7B,2023-09-27,4,CLOSED,1CLOSED
4-other/2023-10-25-zephyr-7b-beta-base-CLOSED.png,Zephyr-7b-beta,2023-10-25,4,CLOSED,1CLOSED
4-other/2023-11-29-deepseek-llm-67b-chat-base-CLOSED.png,DeepSeek-LLM-67B-Chat,2023-11-29,4,CLOSED,1CLOSED
4-other/2023-11-30-qwen-72b-chat-base-CLOSED.png,Qwen-72B-Chat,2023-11-30,4,CLOSED,1CLOSED
4-other/2023-12-11-open-mixtral-8x7b-base-CLOSED.png,Open-Mixtral-8x7B,2023-12-11,4,CLOSED,1CLOSED
4-other/2023-12-13-solar-10-7b-instruct-v1-0-base-CLOSED.png,SOLAR-10.7B-Instruct-v1.0,2023-12-13,4,CLOSED,1CLOSED
4-other/2024-01-06-openchat-3-5-0106-base-CLOSED.png,OpenChat-3.5-0106,2024-01-06,4,CLOSED,1CLOSED
4-other/2024-01-29-code-llama-70b-instruct-hf-base-CLOSED.png,Code-Llama-70b-Instruct-hf,2024-01-29,4,CLOSED,1CLOSED
